School,SchoolID,Mschool,Latitude,Longitude,Hschool,var,est,moe
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_finan.y16,5.67,4.12
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_finan.y16,3.87,2.66
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_finan.y16,4.98,3.47
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_finan.y16,2.49,2.07
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_finan.y16,1.05,1.05
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_finan.y16,2.03,1.39
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_finan.y16,4.03,2.98
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_finan.y16,5.25,3.59
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_finan.y16,0.65,1.05
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_finan.y16,2.67,2.7
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_finan.y16,4.44,3.78
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_finan.y16,5.21,3.15
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_finan.y16,4.92,3.84
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_finan.y16,4.33,2.57
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_finan.y16,4.23,2.84
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_finan.y16,4.07,2.87
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_info.y16,1.4,1.73
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_info.y16,2.16,2.42
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_info.y16,2.26,2.35
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_info.y16,4.38,3.04
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_info.y16,1.58,1.73
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_info.y16,0.72,0.93
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_info.y16,0.71,1.09
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_info.y16,0,0.72
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_info.y16,1.48,1.52
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_info.y16,0,0.89
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_info.y16,0,0.9
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_info.y16,1.22,1.29
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_info.y16,0.46,1.03
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_info.y16,0.81,1.08
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_info.y16,0.36,0.64
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_info.y16,1.72,1.61
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_manf.y16,5.49,4.57
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_manf.y16,7.93,6.2
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_manf.y16,1.05,1.4
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_manf.y16,5.3,3.7
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_manf.y16,3.83,2.21
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_manf.y16,16.48,6.51
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_manf.y16,6.5,4.91
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_manf.y16,18.72,7.41
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_manf.y16,11.05,5.27
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_manf.y16,7.75,4.8
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_manf.y16,16.99,8.04
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_manf.y16,7.79,4.98
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_manf.y16,6.28,5.04
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_manf.y16,9.03,4.18
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_manf.y16,6.14,4.76
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_manf.y16,14.82,7.73
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_other.y16,2.91,2.47
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_other.y16,3.91,2.96
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_other.y16,2.74,2.61
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_other.y16,4.38,3.38
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_other.y16,5.11,3.62
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_other.y16,7.14,5.24
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_other.y16,3.48,2.39
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_other.y16,4.45,2.87
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_other.y16,4.19,2.67
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_other.y16,5.44,4.34
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_other.y16,3.6,2.58
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_other.y16,3.95,2.51
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_other.y16,3.55,2.46
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_other.y16,3.95,2.57
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_other.y16,5.47,2.59
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_other.y16,5.52,2.76
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_prof.y16,10.86,6.85
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_prof.y16,9.94,4.79
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_prof.y16,6.84,3.95
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_prof.y16,9.24,4.28
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_prof.y16,11.84,5.83
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_prof.y16,9.89,4.86
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_prof.y16,9.69,5.03
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_prof.y16,7.05,3.5
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_prof.y16,13.62,7.55
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_prof.y16,10.95,7.71
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_prof.y16,8.16,4.5
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_prof.y16,10.26,5.02
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_prof.y16,8.44,4.26
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_prof.y16,11.06,4.84
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_prof.y16,10.33,5.47
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_prof.y16,8.62,4.63
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_pubad.y16,2.17,2.36
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_pubad.y16,2.11,2.35
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_pubad.y16,1.51,1.95
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_pubad.y16,2.28,2.05
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_pubad.y16,5.5,3.53
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_pubad.y16,3.21,2.66
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_pubad.y16,2.64,2.1
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_pubad.y16,5.75,3.95
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_pubad.y16,2.53,2.6
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_pubad.y16,0.14,0.85
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_pubad.y16,4.68,3.54
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_pubad.y16,4.1,2.66
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_pubad.y16,0.99,1.15
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_pubad.y16,3.5,2.24
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_pubad.y16,2.66,2.66
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_pubad.y16,2.95,1.75
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_retail.y16,11.05,6.15
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_retail.y16,11.75,6.43
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_retail.y16,11.54,5.56
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_retail.y16,8.87,4.85
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_retail.y16,13.97,5.95
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_retail.y16,8.24,4.02
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_retail.y16,13.75,6.08
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_retail.y16,15.09,7.68
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_retail.y16,10.62,5.49
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_retail.y16,15.78,6.97
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_retail.y16,14.29,7.86
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_retail.y16,10.56,4.37
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_retail.y16,16.05,7.43
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_retail.y16,10.49,5.62
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_retail.y16,10.55,4.62
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_retail.y16,12.39,5
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_trans.y16,4.23,3.76
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_trans.y16,2.44,2.09
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_trans.y16,2.24,2.45
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_trans.y16,1.26,1.65
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_trans.y16,1.26,1.61
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_trans.y16,3.63,2.7
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_trans.y16,2.35,1.89
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_trans.y16,4.71,3.01
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_trans.y16,5.63,5.27
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_trans.y16,6.4,4.3
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_trans.y16,3.54,2.64
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_trans.y16,2.24,1.82
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_trans.y16,2.2,2.62
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_trans.y16,2.87,2.45
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_trans.y16,1.42,1.63
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_trans.y16,1.9,1.83
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Ind_whlsl.y16,3.09,3.28
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Ind_whlsl.y16,1.12,1.28
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Ind_whlsl.y16,0.87,1.34
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Ind_whlsl.y16,1.34,1.71
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Ind_whlsl.y16,2.06,1.7
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Ind_whlsl.y16,4.95,4.18
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Ind_whlsl.y16,2.77,2.35
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Ind_whlsl.y16,2.65,2.29
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Ind_whlsl.y16,2.67,2.28
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Ind_whlsl.y16,0.18,0.85
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Ind_whlsl.y16,1.32,1.68
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Ind_whlsl.y16,2.55,2.39
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Ind_whlsl.y16,1.76,1.62
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Ind_whlsl.y16,1.26,1.26
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Ind_whlsl.y16,2.73,2.88
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Ind_whlsl.y16,3.36,2.54
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Pov_Ov65.y16,13.07,3.22
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Pov_Ov65.y16,7.88,1.66
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Pov_Ov65.y16,4.29,1.22
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Pov_Ov65.y16,6.23,2.04
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Pov_Ov65.y16,11.74,1.65
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Pov_Ov65.y16,6.1,1.55
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Pov_Ov65.y16,13.88,2.23
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Pov_Ov65.y16,6.99,1.12
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Pov_Ov65.y16,10.99,2.1
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Pov_Ov65.y16,4.79,1.82
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Pov_Ov65.y16,7.9,1.14
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Pov_Ov65.y16,12.74,2.38
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Pov_Ov65.y16,16.28,2.74
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Pov_Ov65.y16,13.24,1.92
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Pov_Ov65.y16,13.05,1.77
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Pov_Ov65.y16,12.43,2.4
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Pov_Und18.y16,21.63,7.41
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Pov_Und18.y16,11.88,3.1
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Pov_Und18.y16,6.22,2.15
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Pov_Und18.y16,18.4,4.46
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Pov_Und18.y16,17.24,3.49
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Pov_Und18.y16,34.41,6.02
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Pov_Und18.y16,13.42,5.19
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Pov_Und18.y16,26.63,7.53
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Pov_Und18.y16,19.52,4.9
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Pov_Und18.y16,19.63,6.94
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Pov_Und18.y16,31.19,8.26
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Pov_Und18.y16,15.64,4.33
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Pov_Und18.y16,15.22,4.78
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Pov_Und18.y16,22.25,3.98
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Pov_Und18.y16,20.39,5.82
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Pov_Und18.y16,25.6,5.84
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_AI.y16,0,0.44
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_AI.y16,0.3,0.66
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_AI.y16,0,0.4
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_AI.y16,0.34,0.81
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_AI.y16,0.42,0.76
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_AI.y16,0,0.29
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_AI.y16,0,0.35
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_AI.y16,1.19,1.6
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_AI.y16,0.02,0.34
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_AI.y16,0.03,0.32
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_AI.y16,0.5,0.9
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_AI.y16,0,0.46
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_AI.y16,0,0.33
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_AI.y16,0.37,0.72
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_AI.y16,0,0.33
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_AI.y16,0.1,0.36
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_AsnNH.y16,1.89,1.51
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_AsnNH.y16,6.16,3.31
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_AsnNH.y16,10.11,3.67
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_AsnNH.y16,0.9,0.71
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_AsnNH.y16,5.12,4.25
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_AsnNH.y16,0,0.29
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_AsnNH.y16,3.21,2.41
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_AsnNH.y16,0.15,0.52
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_AsnNH.y16,3.18,3.06
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_AsnNH.y16,1.26,1.13
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_AsnNH.y16,0.71,1.18
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_AsnNH.y16,2.66,2.34
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_AsnNH.y16,5.47,3.36
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_AsnNH.y16,3.14,3.01
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_AsnNH.y16,2.01,2.5
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_AsnNH.y16,2.27,2.43
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_BlkNH.y16,37.15,8.26
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_BlkNH.y16,14.18,4.41
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_BlkNH.y16,9.33,3.4
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_BlkNH.y16,25.05,8.09
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_BlkNH.y16,23.36,6.26
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_BlkNH.y16,35.81,6.02
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_BlkNH.y16,22.86,7.56
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_BlkNH.y16,51.86,10.94
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_BlkNH.y16,50.59,9.41
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_BlkNH.y16,56.62,12.48
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_BlkNH.y16,36.56,9.2
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_BlkNH.y16,24.55,6.33
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_BlkNH.y16,20.17,6.31
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_BlkNH.y16,24.87,5.68
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_BlkNH.y16,34.5,7.77
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_BlkNH.y16,40.82,9.09
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_Hisp.y16,6,4.92
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_Hisp.y16,5.17,3.8
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_Hisp.y16,4.26,2.29
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_Hisp.y16,6.19,3.57
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_Hisp.y16,6.34,4.79
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_Hisp.y16,45.31,10.28
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_Hisp.y16,10.94,6.65
Fowler Drive,7,Coile,33.989722456,-83.3621713671,Cedar Shoals,Rce_Hisp.y16,24.55,8.82
Gaines,8,Hilsman,33.9297014825,-83.3372271615,Cedar Shoals,Rce_Hisp.y16,8.45,6.66
Howard B Stroud,9,Coile,33.9734994485,-83.3586638456,Cedar Shoals,Rce_Hisp.y16,3.25,2.29
Judia Jackson Harris,10,Coile,34.0097015792,-83.3452724549,Cedar Shoals,Rce_Hisp.y16,38.52,10.55
Oglethorpe,12,BHL,33.9633574328,-83.4224229953,Clarke Central,Rce_Hisp.y16,10.09,6.63
Timothy Rd.,13,Clarke Middle,33.9373269012,-83.4457597895,Clarke Central,Rce_Hisp.y16,12.24,7.07
Whit Davis,14,Hilsman,33.9040036439,-83.3175820991,Cedar Shoals,Rce_Hisp.y16,5.57,4.07
Whitehead Rd.,15,BHL,33.9810945049,-83.435788007,Clarke Central,Rce_Hisp.y16,7.14,4.75
Winterville,16,Coile,33.9697303743,-83.2894646812,Cedar Shoals,Rce_Hisp.y16,11.71,6.96
Alps Road,1,Clarke Middle,33.9439455234,-83.4075447231,Clarke Central,Rce_HPI.y16,0,0.44
Barnett Shoals,2,Hilsman,33.9025447139,-83.3379342984,Cedar Shoals,Rce_HPI.y16,0,0.29
Barrow,3,Clarke Middle,33.9415178881,-83.3829765063,Clarke Central,Rce_HPI.y16,0,0.4
Chase Street,5,Clarke Middle,33.9647436136,-83.3941499392,Clarke Central,Rce_HPI.y16,0,0.42
Choice Zone-East,11,Hilsman,33.9353184771,-83.3256712448,Cedar Shoals,Rce_HPI.y16,0,0.32
Choice Zone-West,4,BHL,34.000537,-83.425467,Clarke Central,Rce_HPI.y16,0,0.29
Cleveland Road,6,BHL,33.9669974517,-83.5054071061,Clarke Central,Rce_HPI.y16,0,0.35
