REALKEY,PARCEL_NO,SALELAND1,SALEIMP1,SALEIMP2,SALE_VAL,CURR_VAL,A_VALUE,P_VALUE,2022 Total,2022 Land,2022 Imp
335,041A   018,0,0,0,0,16900,16900,0,16900,16900,0
336,041A   019,0,0,0,0,16900,16900,0,16900,16900,0
337,041A   021,0,0,0,0,16900,16900,0,16900,16900,0
338,041A   022,0,0,0,0,16900,16900,0,16900,16900,0
339,041A   023,0,0,0,0,23358,16900,0,23358,16900,6458
340,041A   024,0,0,0,0,118391,26000,0,118391,26000,92391
341,041A   025,0,0,0,0,303268,26000,0,303268,26000,277268
342,041A   026,0,0,0,0,70008,26000,0,70008,26000,44008
343,041A   027,0,0,0,0,85479,26000,0,85479,26000,59479
344,041A   028,0,0,0,0,78950,26000,0,78950,26000,52950
345,041A   029,0,0,0,0,36380,36380,0,36380,36380,0
346,041A1 A001,0,0,0,0,186346,15600,0,186346,15600,170746
347,041A1 A002,0,0,0,0,205456,26000,0,205456,26000,179456
348,041A1 A003,0,0,0,0,220800,26000,0,220800,26000,194800
349,041A1 A004,0,0,0,0,228512,26000,0,228512,26000,202512
350,041A1 A005,0,0,0,0,191249,26000,0,191249,26000,165249
351,041A1 A006,0,0,0,0,213245,26000,0,213245,26000,187245
352,041A1 A007,0,0,0,0,199413,26000,0,199413,26000,173413
353,041A1 A008,0,0,0,0,211976,26000,0,211976,26000,185976
354,041A1 A009,0,0,0,0,275903,26000,0,275903,26000,249903
355,041A1 A010,0,0,0,0,188181,26000,0,188181,26000,162181
356,041A1 A011,0,0,0,0,167332,26000,0,167332,26000,141332
357,041A1 A012,0,0,0,0,190581,26000,0,190581,26000,164581
358,041A1 A013,0,0,0,0,247069,26000,0,247069,26000,221069
359,041A1 A014,0,0,0,0,200866,26000,0,200866,26000,174866
360,041A1 A015,0,0,0,0,191226,26000,0,191226,26000,165226
361,041A1 A016,0,0,0,0,202502,26000,0,202502,26000,176502
362,041A1 A017,0,0,0,0,202860,26000,0,202860,26000,176860
363,041A1 A018,0,0,0,0,214622,26000,0,214622,26000,188622
364,041A1 A019,0,0,0,0,185958,26000,0,185958,26000,159958
365,041A1 A020,0,0,0,0,257290,26000,0,257290,26000,231290
366,041A1 A021,0,0,0,0,281130,26000,0,281130,26000,255130
367,041A1 A022,0,0,0,0,224899,26000,0,224899,26000,198899
32827,041B1 A001,0,0,0,0,213004,28000,0,213004,28000,185004
32828,041B1 A002,0,0,0,0,224753,28000,0,224753,28000,196753
32829,041B1 A003,0,0,0,0,214631,28000,0,214631,28000,186631
32830,041B1 A004,0,0,0,0,227944,28000,0,227944,28000,199944
32831,041B1 A005,0,0,0,0,272213,28000,0,272213,28000,244213
32832,041B1 A006,0,0,0,0,228567,28000,0,228567,28000,200567
32833,041B1 A007,0,0,0,0,200136,28000,0,200136,28000,172136
32834,041B1 A008,0,0,0,0,244141,28000,0,244141,28000,216141
32835,041B1 A009,0,0,0,0,253285,28000,0,253285,28000,225285
32836,041B1 A010,0,0,0,0,211247,28000,0,211247,28000,183247
32837,041B1 A011,0,0,0,0,250696,28000,0,250696,28000,222696
32838,041B1 A012,0,0,0,0,277366,28000,0,277366,28000,249366
32839,041B1 A013,0,0,0,0,212390,28000,0,212390,28000,184390
32840,041B1 A014,0,0,0,0,298505,28000,0,298505,28000,270505
32841,041B1 A015,0,0,0,0,231004,28000,0,231004,28000,203004
32842,041B1 A016,0,0,0,0,239732,28000,0,239732,28000,211732
32843,041B1 A017,0,0,0,0,237303,28000,0,237303,28000,209303
38753,041C1 A001,0,0,0,0,2100,2100,0,2100,2100,0
38754,041C1 A002,28000,247000,0,275000,352880,28000,0,275000,28000,247000
38755,041C1 A003,0,0,0,0,258704,28000,0,258704,28000,230704
38756,041C1 A004,0,0,0,0,309895,28000,0,309895,28000,281895
38757,041C1 A005,0,0,0,0,296101,28000,0,296101,28000,268101
38758,041C1 A006,0,0,0,0,338105,28000,0,338105,28000,310105
38759,041C1 A007,0,0,0,0,357527,28000,0,357527,28000,329527
38760,041C1 A008,0,0,0,0,277910,28000,0,277910,28000,249910
38761,041C1 A009,0,0,0,0,286545,28000,0,286545,28000,258545
38762,041C1 A010,0,0,0,0,351076,28000,0,351076,28000,323076
38763,041C1 A011,0,0,0,0,319464,28000,0,319464,28000,291464
38764,041C1 A012,28000,267000,0,295000,295182,28000,0,295000,28000,267000
38765,041C1 A013,0,0,0,0,305786,28000,0,305786,28000,277786
38766,041C1 A014,0,0,0,0,258704,28000,0,258704,28000,230704
38767,041C1 A015,0,0,0,0,299953,28000,0,299953,28000,271953
38768,041C1 A016,0,0,0,0,14840,14840,0,14840,14840,0
38769,041C1 A017,0,0,0,0,332869,28000,0,332869,28000,304869
38770,041C1 A018,0,0,0,0,288032,28000,0,288032,28000,260032
38771,041C1 A019,0,0,0,0,338105,28000,0,338105,28000,310105
38772,041C1 A020,0,0,0,0,337136,28000,0,337136,28000,309136
368,041D1 A001,26000,149000,0,175000,183784,26000,0,175000,26000,149000
369,041D1 A002,0,0,0,0,207296,26000,0,207296,26000,181296
370,041D1 A003,0,0,0,0,244781,26000,0,244781,26000,218781
371,041D1 A004,0,0,0,0,181496,26000,0,181496,26000,155496
372,041D1 A005,0,0,0,0,194499,26000,0,194499,26000,168499
373,041D1 A006,0,0,0,0,193775,26000,0,193775,26000,167775
374,041D1 A007,0,0,0,0,173038,26000,0,173038,26000,147038
375,041D1 A008,0,0,0,0,192359,26000,0,192359,26000,166359
376,041D1 A009,0,0,0,0,183096,26000,0,183096,26000,157096
28599,041D1 A010,0,0,0,0,177026,26000,0,177026,26000,151026
28600,041D1 A011,0,0,0,0,196366,26000,0,196366,26000,170366
28601,041D1 A012,0,0,0,0,196014,26000,0,196014,26000,170014
28602,041D1 A013,0,0,0,0,206210,26000,0,206210,26000,180210
28603,041D1 A014,0,0,0,0,198686,26000,0,198686,26000,172686
28604,041D1 A015,26000,124000,60000,210000,242332,26000,0,210000,26000,184000
28605,041D1 A016,0,0,0,0,190852,26000,0,190852,26000,164852
28606,041D1 A017,0,0,0,0,181187,26000,0,181187,26000,155187
28607,041D1 A018,0,0,0,0,172826,26000,0,172826,26000,146826
28608,041D1 A019,0,0,0,0,189421,26000,0,189421,26000,163421
28609,041D1 A020,0,0,0,0,183857,26000,0,183857,26000,157857
28610,041D1 A021,0,0,0,0,226456,26000,0,226456,26000,200456
28611,041D1 A022,0,0,0,0,215217,26000,0,215217,26000,189217
28612,041D1 A023,0,0,0,0,203260,26000,0,203260,26000,177260
28613,041D1 A024,0,0,0,0,176237,26000,0,176237,26000,150237
28614,041D1 A025,0,0,0,0,212158,26000,0,212158,26000,186158
28615,041D1 A026,0,0,0,0,221326,26000,0,221326,26000,195326
28616,041D1 A027,0,0,0,0,20800,20800,0,20800,20800,0
377,041D1 B001,0,0,0,0,193378,26000,0,193378,26000,167378
378,041D1 B002,0,0,0,0,204001,26000,0,204001,26000,178001
379,041D1 B003,0,0,0,0,179586,26000,0,179586,26000,153586
380,041D1 B004,0,0,0,0,210728,26000,0,210728,26000,184728
381,041D1 B005,0,0,0,0,196115,26000,0,196115,26000,170115
382,041D1 B006,0,0,0,0,213181,20800,0,213181,20800,192381
383,041D1 B006A,0,0,0,0,500,500,0,500,500,0
384,041D1 B007,0,0,0,0,209162,26000,0,209162,26000,183162
385,041D1 B008,0,0,0,0,195205,26000,0,195205,26000,169205
386,041D1 B009,0,0,0,0,187175,26000,0,187175,26000,161175
387,041D1 B010,0,0,0,0,216863,26000,0,216863,26000,190863
388,041D1 B011,0,0,0,0,161277,26000,0,161277,26000,135277
389,041D1 B012,0,0,0,0,194632,26000,0,194632,26000,168632
390,041D1 B013,0,0,0,0,219745,26000,0,219745,26000,193745
391,041D1 B014,0,0,0,0,195726,26000,0,195726,26000,169726
392,041D1 B015,0,0,0,0,173832,26000,0,173832,26000,147832
393,041D1 B016,0,0,0,0,174939,26000,0,174939,26000,148939
28617,041D1 B017,0,0,0,0,203081,26000,0,203081,26000,177081
28618,041D1 B018,0,0,0,0,193701,26000,0,193701,26000,167701
28619,041D1 B019,0,0,0,0,187610,26000,0,187610,26000,161610
394,042    001A,0,0,0,0,110415,30000,0,110415,30000,80415
395,042    001B,0,0,0,0,221586,49800,0,221586,49800,171786
396,042    002,0,0,0,0,530956,97500,0,530956,97500,433456
44096,042    002A,0,0,0,0,176790,0,173250,176790,173250,3540
397,042    003,0,0,0,0,307250,138115,0,307250,138115,169135
398,042    004,0,0,0,0,26000,26000,0,26000,26000,0
399,042    005,0,0,0,0,333188,96720,0,333188,96720,236468
400,042    006,0,0,0,0,65994,55250,0,65994,55250,10744
401,042    006A,0,0,0,0,604924,85000,0,604924,85000,519924
402,042    006B,0,0,0,0,413857,70000,0,413857,70000,343857
403,042    006C,0,0,0,0,483569,122015,0,483569,122015,361554
404,042    007,0,0,0,0,494134,177075,0,494134,177075,317059
405,042    008,0,0,0,0,26000,26000,0,26000,26000,0
406,042    009,0,0,0,0,78737,26000,0,78737,26000,52737
407,042    010,0,0,0,0,72467,43470,0,72467,43470,28997
408,042    010A,0,0,0,0,322251,139673,0,322251,139673,182578
409,042    010B,0,0,0,0,425218,114120,0,425218,114120,311098
410,042    010C,0,0,0,0,490634,160380,0,490634,160380,330254
412,042    011,0,0,0,0,18632,18632,0,18632,18632,0
413,042    012,0,0,0,0,153345,135815,0,153345,135815,17530
414,042    012A,0,0,0,0,196407,26000,0,196407,26000,170407
415,042    012B,0,0,0,0,1254000,219600,0,1254000,219600,1034400
416,042    012D,0,0,0,0,32359,26000,0,32359,26000,6359
29652,042    012E,0,0,0,0,220249,26000,0,220249,26000,194249
44331,042    012F,0,0,0,0,20800,20800,0,20800,20800,0
417,042    013,0,0,0,0,313208,10200,264078,313208,274278,38930
418,042    014,0,0,0,0,686522,0,686522,686522,686522,0
419,042    015,0,0,0,0,144925,144925,0,144925,144925,0
29716,042    015X,0,0,0,0,572000,72000,0,572000,72000,500000
420,042    016,0,0,0,0,251126,91200,0,251126,91200,159926
421,042    017,0,0,0,0,112678,109676,0,112678,109676,3002
422,042    017A,0,0,0,0,237616,90720,0,237616,90720,146896
423,042    017B,0,0,0,0,313055,129030,0,313055,129030,184025
424,042    017C,0,0,0,0,167495,65500,0,167495,65500,101995
425,042    018,0,0,0,0,107198,39610,0,107198,39610,67588
426,042    018A,0,0,0,0,170188,26000,0,170188,26000,144188
427,042    019,0,0,0,0,240943,83880,0,240943,83880,157063
33953,042    019A,0,0,0,0,455436,0,455436,455436,455436,0
33954,042    019B,0,0,0,0,132635,132135,0,132635,132135,500
36306,042    019C,0,0,0,0,795121,22000,182380,795121,204380,590741
36307,042    019D,0,0,0,0,547549,108000,0,547549,108000,439549
428,043    001,0,0,0,0,9000,9000,0,9000,9000,0
429,043    001B,0,0,0,0,13500,13500,0,13500,13500,0
29136,043    001C,0,0,0,0,9000,9000,0,9000,9000,0
430,043    002,0,0,0,0,290509,186600,0,290509,186600,103909
431,043    002A,0,0,0,0,914003,132750,0,914003,132750,781253
432,043    002B,0,0,0,0,161229,30000,0,161229,30000,131229
433,043    002C,0,0,0,0,88097,30000,0,88097,30000,58097
434,043    002D,0,0,0,0,483250,483250,0,483250,483250,0
435,043    002E,0,0,0,0,155420,25500,0,155420,25500,129920
31896,043    002F,0,0,0,0,383000,33000,0,383000,33000,350000
43310,043    002G,0,0,0,0,48300,48300,0,48300,48300,0
436,043    003,0,0,0,0,209679,48960,0,209679,48960,160719
437,043    003A,0,0,0,0,90422,16000,0,90422,16000,74422
438,043    003B,0,0,0,0,22600,21814,0,22600,21814,786
439,043    003C,0,0,0,0,45150,45150,0,45150,45150,0
440,043    003D,0,0,0,0,30000,30000,0,30000,30000,0
441,043    003E,0,0,0,0,14700,14700,0,14700,14700,0
442,043    003F,0,0,0,0,24649,24649,0,24649,24649,0
443,043    003G,0,0,0,0,9450,9450,0,9450,9450,0
444,043    003H,0,0,0,0,15000,15000,0,15000,15000,0
445,043    003I,0,0,0,0,87271,25500,0,87271,25500,61771
446,043    003J,0,0,0,0,388200,388200,0,388200,388200,0
447,043    003K,0,0,0,0,71243,71243,0,71243,71243,0
448,043    003L,0,0,0,0,160333,56800,0,160333,56800,103533
449,043    003M,0,0,0,0,147246,120000,0,147246,120000,27246
451,043    004,0,0,0,0,175008,150450,0,175008,150450,24558
452,043    005,26000,9000,0,35000,65716,26000,0,35000,26000,9000
453,043    006,0,0,0,0,151020,151020,0,151020,151020,0
454,043    006A,0,0,0,0,26000,26000,0,26000,26000,0
455,043    006B,0,0,0,0,106979,26000,0,106979,26000,80979
456,043    006C,0,0,0,0,26000,26000,0,26000,26000,0
457,043    007,0,0,0,0,79980,40000,0,79980,40000,39980
44962,043    007A,0,0,0,0,61875,61875,0,61875,61875,0
458,043    008,0,0,0,0,567929,0,567264,567929,567264,665
459,043    008A,36625,183375,0,220000,234246,39000,0,220000,36625,183375
43609,043    008B,0,0,0,0,223778,179400,0,223778,179400,44378
461,043    009,0,0,0,0,95824,34155,0,95824,34155,61669
462,043    010,0,0,0,0,203880,203880,0,203880,203880,0
464,043    010B,0,0,0,0,426002,150000,0,426002,150000,276002
30372,043    010C,0,0,0,0,945424,500250,0,945424,500250,445174
465,043    013,0,0,0,0,4500954,4500954,0,4500954,4500954,0
44062,043    013A,0,0,0,0,18060819,4442550,0,18060819,4442550,13618269
44063,043    013B,0,0,0,0,2410000,2410000,0,2410000,2410000,0
44105,043    013L,0,0,0,0,6659667,0,0,6659667,0,6659667
44248,043    013M,0,0,0,0,3079034,0,0,3079034,0,3079034
44330,043    013N,0,0,0,0,563370,0,0,563370,0,563370
44382,043    013P,0,0,0,0,142889,0,0,142889,0,142889
44555,043    013Q,0,0,0,0,55236,0,0,55236,0,55236
44728,043    013R,0,0,0,0,24683,0,0,24683,0,24683
45128,043    013S,0,0,0,0,18006,0,0,18006,0,18006
45174,043    013T,0,0,0,0,1103,0,0,1103,0,1103
44134,043    013U,0,0,0,0,1,1,0,1,1,0
466,043    016,0,0,0,0,139200,139200,0,139200,139200,0
28620,043    016A,0,0,0,0,100000,100000,0,100000,100000,0
41641,043    016B,0,0,0,0,480,480,0,480,480,0
467,043    021A,0,0,0,0,820715,375000,0,820715,375000,445715
468,043    021C,0,0,0,0,505900,153900,0,505900,153900,352000
469,043    024,0,0,0,0,488194,488194,0,488194,488194,0
470,043    025C,0,0,0,0,90000,90000,0,90000,90000,0
472,043    025F,0,0,0,0,40000,40000,0,40000,40000,0
473,043    026,0,0,0,0,1,1,0,1,1,0
474,043    027,0,0,0,0,152875,26000,0,152875,26000,126875
475,043    029,0,0,0,0,26970,18000,0,26970,18000,8970
476,043    030,0,0,0,0,18000,18000,0,18000,18000,0
477,043    031,0,0,0,0,18000,18000,0,18000,18000,0
478,043    032,0,0,0,0,18000,18000,0,18000,18000,0
479,043    033,0,0,0,0,36213,18000,0,36213,18000,18213
480,043A   004,0,0,0,0,261125,60000,0,261125,60000,201125
482,043A   006,0,0,0,0,174040,32500,0,174040,32500,141540
483,043A   011,0,0,0,0,244800,26000,0,244800,26000,218800
484,043A   012,0,0,0,0,153958,26000,0,153958,26000,127958
485,043A   013,0,0,0,0,231833,26000,0,231833,26000,205833
486,043A   014,0,0,0,0,204917,26000,0,204917,26000,178917
487,043A   015,0,0,0,0,166380,26000,0,166380,26000,140380
488,043A   016,0,0,0,0,148343,26000,0,148343,26000,122343
489,043A   017,0,0,0,0,20800,20800,0,20800,20800,0
490,043A   018,27416,47584,0,75000,167369,61180,0,75000,27416,47584
491,043A   018A,0,0,0,0,180821,26000,0,180821,26000,154821
492,043A   018B,0,0,0,0,187809,26000,0,187809,26000,161809
493,043A   019,0,0,0,0,46990,26000,0,46990,26000,20990
494,043A   020,0,0,0,0,94309,26000,0,94309,26000,68309
32757,043A   020A,0,0,0,0,176012,26000,0,176012,26000,150012
495,043A   024,0,0,0,0,154715,49140,0,154715,49140,105575
496,043A   025,0,0,0,0,146461,53669,0,146461,53669,92792
497,043A   026,0,0,0,0,220660,26000,0,220660,26000,194660
498,043A   027,0,0,0,0,193364,26000,0,193364,26000,167364
499,043A   028,0,0,0,0,173062,26000,0,173062,26000,147062
500,043A   029,0,0,0,0,22281,20800,0,22281,20800,1481
30244,043A   030,0,0,0,0,34065,26000,0,34065,26000,8065
501,043B1  001,0,0,0,0,81824,26000,0,81824,26000,55824
502,043B1  002,0,0,0,0,26258,26000,0,26258,26000,258
503,043B1  003,0,0,0,0,72081,26000,0,72081,26000,46081
504,043B1  003A,0,0,0,0,26728,26000,0,26728,26000,728
505,043B1  004,0,0,0,0,149995,26000,0,149995,26000,123995
506,043B1  005,0,0,0,0,116057,26000,0,116057,26000,90057
507,043B1  006,0,0,0,0,116214,39000,0,116214,39000,77214
508,043B1  007,0,0,0,0,99967,26000,0,99967,26000,73967
509,043B1  008,0,0,0,0,42559,26000,0,42559,26000,16559
510,043B1  009,0,0,0,0,121683,26000,0,121683,26000,95683
511,043B1  010,0,0,0,0,108934,26000,0,108934,26000,82934
512,043B1  011,0,0,0,0,77488,26000,0,77488,26000,51488
513,043B1  012,0,0,0,0,135887,26000,0,135887,26000,109887
514,043B1  013,0,0,0,0,109340,26000,0,109340,26000,83340
515,043B1  014,0,0,0,0,105776,26000,0,105776,26000,79776
516,043B1  015,0,0,0,0,159128,88358,0,159128,88358,70770
517,043B1  016,0,0,0,0,70467,26000,0,70467,26000,44467
518,043B1  017,0,0,0,0,117759,26000,0,117759,26000,91759
519,043B1  018,0,0,0,0,118740,26000,0,118740,26000,92740
520,043B1  019,0,0,0,0,220463,26000,0,220463,26000,194463
521,043B1  020,0,0,0,0,244226,52000,0,244226,52000,192226
522,043B1  021,0,0,0,0,94445,26000,0,94445,26000,68445
523,043B1  022,0,0,0,0,26000,26000,0,26000,26000,0
524,043B1  023,0,0,0,0,78450,26000,0,78450,26000,52450
525,043B1  024,0,0,0,0,80350,26000,0,80350,26000,54350
526,043B1  025,0,0,0,0,91540,26000,0,91540,26000,65540
527,043B1  026,0,0,0,0,173619,26000,0,173619,26000,147619
528,043B1  027,0,0,0,0,164090,26000,0,164090,26000,138090
529,043B1  028,0,0,0,0,26000,26000,0,26000,26000,0
530,043B1  029,0,0,0,0,26000,26000,0,26000,26000,0
531,043B1  030,0,0,0,0,158269,26000,0,158269,26000,132269
532,043B1  031,0,0,0,0,26000,26000,0,26000,26000,0
533,043B1  032,0,0,0,0,194442,26000,0,194442,26000,168442
534,043B1  033,0,0,0,0,94587,26000,0,94587,26000,68587
535,043B4 A001,26000,94000,0,120000,120241,26000,0,120000,26000,94000
536,043B4 A001A,0,0,0,0,343800,343800,0,343800,343800,0
537,043B4 A002,0,0,0,0,80729,26000,0,80729,26000,54729
538,043B4 A003,0,0,0,0,95436,26000,0,95436,26000,69436
539,043B4 A004,0,0,0,0,117966,26000,0,117966,26000,91966
540,043B4 A005,0,0,0,0,126871,26000,0,126871,26000,100871
541,043B4 A006,0,0,0,0,117966,26000,0,117966,26000,91966
542,043B4 A007,0,0,0,0,118763,26000,0,118763,26000,92763
543,043B4 A008,0,0,0,0,103123,26000,0,103123,26000,77123
544,043B4 B001,0,0,0,0,71142,26000,0,71142,26000,45142
545,043B4 B002,0,0,0,0,108899,26000,0,108899,26000,82899
546,043B4 B003,0,0,0,0,85785,26000,0,85785,26000,59785
547,043B4 B004,0,0,0,0,83877,26000,0,83877,26000,57877
548,043B4 B005,0,0,0,0,43278,26000,0,43278,26000,17278
549,043B4 B006,0,0,0,0,91771,26000,0,91771,26000,65771
550,043B4 B007,0,0,0,0,84155,26000,0,84155,26000,58155
551,043B4 B008,0,0,0,0,79598,26000,0,79598,26000,53598
552,043B4 B009,0,0,0,0,150380,26000,0,150380,26000,124380
553,043B4 B010,0,0,0,0,96159,26000,0,96159,26000,70159
554,043B4 B011,0,0,0,0,125349,26000,0,125349,26000,99349
555,043B4 B012,0,0,0,0,111494,26000,0,111494,26000,85494
556,043B4 B013,0,0,0,0,117526,26000,0,117526,26000,91526
557,043B4 B014,0,0,0,0,131929,26000,0,131929,26000,105929
558,043B4 B015,0,0,0,0,123503,26000,0,123503,26000,97503
559,043B4 B016,0,0,0,0,115651,26000,0,115651,26000,89651
560,043B4 B017,0,0,0,0,115873,26000,0,115873,26000,89873
561,043B4 B018,0,0,0,0,97790,26000,0,97790,26000,71790
562,043B4 B019,0,0,0,0,106101,26000,0,106101,26000,80101
563,043B4 B020,0,0,0,0,169106,26000,0,169106,26000,143106
564,043B4 B021,0,0,0,0,86334,26000,0,86334,26000,60334
565,043B4 B022,0,0,0,0,94458,26000,0,94458,26000,68458
566,043B4 B023,0,0,0,0,122357,26000,0,122357,26000,96357
567,043B4 B024,0,0,0,0,114793,26000,0,114793,26000,88793
568,043B4 B025,0,0,0,0,83025,26000,0,83025,26000,57025
569,043B4 B026,0,0,0,0,125359,26000,0,125359,26000,99359
570,043B4 B027,0,0,0,0,145308,26000,0,145308,26000,119308
571,043B4 B028,0,0,0,0,120571,26000,0,120571,26000,94571
572,043B4 C001,0,0,0,0,102580,26000,0,102580,26000,76580
573,043B4 C001A,0,0,0,0,101100,101100,0,101100,101100,0
574,043B4 C002,0,0,0,0,99826,26000,0,99826,26000,73826
575,043B4 C003,0,0,0,0,99081,26000,0,99081,26000,73081
576,043B4 C004,0,0,0,0,128539,26000,0,128539,26000,102539
577,043B4 C005,0,0,0,0,97517,26000,0,97517,26000,71517
578,043B4 C006,0,0,0,0,107060,26000,0,107060,26000,81060
579,043B4 C007,0,0,0,0,104035,26000,0,104035,26000,78035
580,043B4 C008,0,0,0,0,105127,26000,0,105127,26000,79127
581,043B4 C009,0,0,0,0,82407,26000,0,82407,26000,56407
582,043B4 C010,0,0,0,0,95063,26000,0,95063,26000,69063
583,043B4 C010A,0,0,0,0,109014,26000,0,109014,26000,83014
584,043B4 C011,0,0,0,0,102070,26000,0,102070,26000,76070
585,043B4 C012,0,0,0,0,264000,43420,0,264000,43420,220580
586,043B4 C013,0,0,0,0,72000,72000,0,72000,72000,0
587,044    001,0,0,0,0,331153,315648,0,331153,315648,15505
588,044    001A,0,0,0,0,740275,0,740275,740275,740275,0
589,044    001B,0,0,0,0,295006,282298,0,295006,282298,12708
590,044    001C,0,0,0,0,70272,70272,0,70272,70272,0
591,044    002,0,0,0,0,4033210,1262500,0,4033210,1262500,2770710
38985,044    002A,0,0,0,0,530000,530000,0,530000,530000,0
592,044    002B,0,0,0,0,1390474,552000,0,1390474,552000,838474
42715,044    002C,0,0,0,0,1177270,587500,0,1177270,587500,589770
29619,044    002K,0,0,0,0,7704895,2305500,0,7704895,2305500,5399395
599,044    003,0,0,0,0,10000,10000,0,10000,10000,0
600,044    005,2350000,0,0,2350000,2441200,2441200,0,2350000,2350000,0
601,044    006,0,0,0,0,39920152,2356200,0,39920152,2356200,37563952
41950,044    006A,0,0,0,0,8036040,278000,0,8036040,278000,7758040
44156,044    006B,0,0,0,0,1,1,0,1,1,0
44157,044    006C,0,0,0,0,176231,176231,0,176231,176231,0
602,044    007,0,0,0,0,462078,446515,0,462078,446515,15563
603,044    008,0,0,0,0,151307,54060,0,151307,54060,97247
604,044    008A,0,0,0,0,416075,191250,0,416075,191250,224825
605,044    008B,0,0,0,0,126254,32640,0,126254,32640,93614
606,044    008C,0,0,0,0,403335,316897,0,403335,316897,86438
607,044    008D,0,0,0,0,396651,306240,0,396651,306240,90411
608,044    008E,0,0,0,0,58363,58363,0,58363,58363,0
609,044    008F,0,0,0,0,54130,54130,0,54130,54130,0
610,044    009,0,0,0,0,1996676,516600,0,1996676,516600,1480076
611,044    010,0,0,0,0,10067,10067,0,10067,10067,0
612,044    010A,0,0,0,0,107550,107550,0,107550,107550,0
613,044    010B,0,0,0,0,249406,228660,0,249406,228660,20746
614,044    010C,0,0,0,0,56715,26000,0,56715,26000,30715
